89859 3.632
83211 3.632
63025 3.632
62293 3.632
253035 3.632
248195 3.632
243469 3.632
242086 3.632
230322 3.632
226375 3.632
223406 3.632
200954 3.632
170531 3.632
168199 3.632
161230 3.632
159229 3.632
124444 3.632
114010 3.632
25431 3.024
1908 2.672
232645 2.338
74783 1.828
70417 1.828
64102 1.828
241891 1.828
225763 1.828
221587 1.828
21980 1.828
205038 1.828
113025 1.828
103569 1.828
18385 1.502
133501 1.502
133883 1.394
254445 0.756
191975 -0.106
87071 -0.132
42605 -0.132
30210 -0.132
24979 -0.132
211049 -0.132
185262 -0.132
130104 -0.132
117147 -0.132
110245 -0.132
80350 -1.048
98191 -1.102
7255 -1.102
67803 -1.102
50444 -1.102
46346 -1.102
38909 -1.102
31752 -1.102
27848 -1.102
258673 -1.102
258148 -1.102
256798 -1.102
256566 -1.102
245596 -1.102
245286 -1.102
215776 -1.102
207754 -1.102
192758 -1.102
188025 -1.102
141928 -1.102
118591 -1.102
117960 -1.102
49849 -1.426
238826 -1.426
232672 -1.426
190633 -1.426
109262 -1.426
91073 -1.502
89861 -1.502
85873 -1.502
