83211 4.869
64102 4.869
246814 4.869
200954 4.869
53426 2.529
230322 2.529
76293 2.133
167698 2.133
146227 2.133
118229 2.133
56442 -0.467
158875 -0.467
104817 -0.467
18385 -0.867
163984 -0.929
33567 -1.467
24979 -1.467
233983 -1.467
224985 -1.467
206846 -1.467
1908 -1.467
177443 -1.467
133829 -1.467
124444 -1.467
51112 -1.929
87071 -2.133
67857 -2.133
60360 -2.133
50008 -2.133
34299 -2.133
254037 -2.133
235885 -2.133
21980 -2.133
219375 -2.133
205038 -2.133
153601 -2.133
153587 -2.133
150965 -2.133
142955 -2.133
135764 -2.133
132650 -2.133
117101 -2.133
51457 -2.807
232645 -3.285
225755 -3.285
250999 -3.451
72489 -3.807
45247 -3.807
253365 -3.807
249283 -3.807
233120 -3.807
230680 -3.807
217186 -3.807
201569 -3.807
190633 -3.807
185744 -3.807
181213 -3.807
168154 -3.807
147651 -3.807
135475 -3.807
128655 -3.807
125684 -3.807
121336 -3.807
62201 -3.951
59099 -3.951
56365 -3.951
38921 -3.951
36306 -3.951
36061 -3.951
251968 -3.951
238717 -3.951
238388 -3.951
223278 -3.951
220427 -3.951
173222 -3.951
169818 -3.951
168381 -3.951
146903 -3.951
119317 -3.951
115052 -3.951
111298 -3.951
107269 -3.951
78792 -4.203
41012 -4.203
251064 -4.203
249867 -4.203
245596 -4.203
215670 -4.203
20942 -4.203
199245 -4.203
171530 -4.203
164185 -4.203
118443 -4.203
106059 -4.203
99206 -4.473
97423 -4.473
96499 -4.473
95486 -4.473
9455 -4.473
92720 -4.473
