940 3.833
87382 3.833
70371 3.833
6567 3.833
633 3.833
35917 3.833
219113 3.833
218013 3.833
212822 3.833
203062 3.833
18385 3.833
177900 3.833
176170 3.833
171951 3.833
170423 3.833
165672 3.833
160838 3.833
159302 3.833
140448 3.833
138323 3.833
128062 3.833
121455 3.833
120933 3.833
67771 2.547
230686 2.213
213697 2.213
181310 2.213
165739 2.213
67350 1.879
42014 1.879
256289 1.879
221851 1.879
201576 1.879
158963 1.879
150053 1.879
146558 1.879
136096 1.879
128874 1.879
125720 1.879
124733 1.879
108539 1.879
63841 -0.911
37729 -0.911
255615 -0.911
254689 -0.911
227124 -0.911
210927 -0.911
207393 -0.911
101816 -0.911
98657 -1.879
9704 -1.879
94402 -1.879
92998 -1.879
91073 -1.879
90824 -1.879
90378 -1.879
89690 -1.879
86726 -1.879
85114 -1.879
82043 -1.879
81813 -1.879
7334 -1.879
72655 -1.879
7245 -1.879
72400 -1.879
71218 -1.879
66697 -1.879
66002 -1.879
64924 -1.879
647 -1.879
63230 -1.879
62388 -1.879
