99297 1.815
98134 1.815
97785 1.815
97500 1.815
96720 1.815
94324 1.815
940 1.815
92859 1.815
91454 1.815
90486 1.815
90279 1.815
90275 1.815
90242 1.815
8994 1.815
89508 1.815
89341 1.815
89205 1.815
89070 1.815
88405 1.815
88369 1.815
88007 1.815
87969 1.815
87803 1.815
87724 1.815
87382 1.815
87172 1.815
86788 1.815
85952 1.815
85945 1.815
85837 1.815
84249 1.815
83169 1.815
82988 1.815
81684 1.815
81313 1.815
8067 1.815
79782 1.815
7879 1.815
77996 1.815
7780 1.815
77643 1.815
77588 1.815
77561 1.815
