16216 4
90565 4
170471 4
162728 4
144306 3
129015 3
9419 3
149816 3
141673 3
29699 3
124165 3
240685 3
243948 3
48458 3
24116 3
104298 3
18387 3
224901 3
124026 3
236368 3
82172 3
129662 3
179726 3
221 3
95973 3
188744 3
235835 3
18511 3
149944 3
196969 3
233987 3
193686 3
205487 3
234233 3
33617 3
176338 3
214925 3
193225 3
172868 3
125670 3
96409 3
135496 3
75097 3
62540 3
249153 3
215276 3
170312 3
193046 3
172942 3
160693 3
75389 3
217813 3
135971 3
62179 3
145911 3
250450 3
69576 3
43817 3
60550 3
174638 3
79067 3
212602 3
137671 3
246271 3
206736 3
152830 3
137805 3
254928 3
138933 3
1209 3
168105 3
137928 3
218464 3
210372 3
36126 3
187600 3
58376 3
135553 3
217858 3
159551 3
41082 3
242082 3
75847 3
217702 3
231855 3
262078 3
46103 3
128635 3
155719 3
84333 3
243185 3
69249 3
147017 3
153302 3
31677 3
23452 3
52108 3
22901 3
202346 3
33237 3
