260318 3
234804 3
67485 3
91519 2
60566 2
65502 2
182464 2
125197 2
54531 2
74099 2
6844 2
210095 2
112911 2
40820 2
182267 2
151506 2
204510 2
204166 2
120797 2
131966 2
106787 2
173679 2
76094 2
144663 2
173656 2
182134 2
6533 2
44762 2
121064 2
75834 2
93812 2
61596 2
14070 2
119976 2
250030 2
94635 2
169941 2
142236 2
98283 2
149968 2
178064 2
196035 2
4566 2
229990 2
95258 2
23753 2
95110 2
46105 2
35657 2
174866 2
77073 2
17786 2
23598 2
161593 2
90449 2
193604 2
209282 2
187385 2
113854 2
187463 2
119720 2
179394 2
95526 2
209470 2
156711 2
82285 2
145668 2
93810 2
29154 2
98159 2
143450 2
43565 2
164266 2
164294 2
101542 2
260139 2
5602 2
232976 2
172628 2
83316 2
211978 2
30956 2
4802 2
84631 2
179917 2
84685 2
202940 2
153760 2
252008 2
233597 2
202918 2
211776 2
189988 2
63262 2
233409 2
43203 2
132048 2
132018 2
202715 2
143466 2
