159540 3
93474 3
90408 3
45441 3
126775 3
165868 3
70879 3
82374 3
101518 3
172755 3
201200 3
256556 3
259059 3
250970 2
34157 2
246042 2
121169 2
54469 2
230615 2
126227 2
97088 2
46387 2
140767 2
235763 2
171286 2
145604 2
254758 2
250776 2
91450 2
51260 2
130329 2
95433 2
76601 2
214454 2
174946 2
83097 2
155608 2
126031 2
61605 2
41643 2
235060 2
102042 2
235117 2
103985 2
166826 2
3549 2
3531 2
41507 2
24217 2
205500 2
220858 2
145392 2
121408 2
134172 2
33884 2
183894 2
15684 2
61335 2
213896 2
15157 2
24296 2
171320 2
155564 2
171314 2
121279 2
214465 2
220826 2
140523 2
140447 2
2799 2
95948 2
77141 2
149867 2
115044 2
259259 2
241435 2
108222 2
70168 2
175809 2
77292 2
77340 2
255510 2
161480 2
187886 2
91015 2
175922 2
66690 2
35368 2
60125 2
149638 2
167896 2
167899 2
126942 2
167910 2
139631 2
179276 2
119850 2
120238 2
120267 2
146068 2
